Present_Tmax;LDAPS_RHmin;LDAPS_RHmax;LDAPS_Tmax_lapse;LDAPS_Tmin_lapse;LDAPS_WS;LDAPS_LH;LDAPS_CC1;LDAPS_CC2;LDAPS_CC3;LDAPS_CC4;LDAPS_PPT1;LDAPS_PPT2;LDAPS_PPT3;LDAPS_PPT4;lat;lon;DEM;Slope;Solar radiation;Next_Tmax
27,20;44,53;71,27;27,17;18,24;9,69;16,05;0,11;0,21;0,22;0,46;0,00;0,00;0,00;0,01;37,55;127,04;26,30;0,57;5703,39;28,20
26,70;51,65;81,09;26,02;19,28;9,30;105,92;0,11;0,23;0,25;0,55;0,00;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5695,73;28,70
28,50;46,49;75,49;27,56;18,40;8,53;108,49;0,13;0,20;0,13;0,47;0,00;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5694,67;30,30
28,50;43,61;68,46;28,05;19,04;8,91;57,64;0,12;0,20;0,14;0,46;0,00;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5693,03;29,80
27,50;42,95;68,24;27,80;18,80;8,95;23,39;0,11;0,21;0,15;0,48;0,00;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5699,06;28,70
24,90;59,00;84,63;24,23;20,36;6,91;62,02;0,19;0,30;0,61;0,74;0,00;0,00;0,00;0,00;37,60;126,99;212,34;2,79;5827,26;25,10
27,70;59,03;71,92;26,31;21,07;4,61;43,34;0,20;0,29;0,60;0,74;0,00;0,00;0,00;0,00;37,60;127,03;44,76;0,51;5698,28;27,10
27,30;55,15;69,28;26,97;21,92;5,41;10,55;0,20;0,31;0,66;0,72;0,00;0,00;0,00;0,00;37,58;127,06;33,31;0,27;5692,63;31,40
28,00;65,58;83,74;25,65;20,14;5,31;65,61;0,18;0,31;0,60;0,76;0,00;0,00;0,00;0,00;37,65;127,02;45,72;2,53;5685,61;27,70
27,40;64,07;83,60;26,25;20,19;5,35;77,90;0,25;0,27;0,59;0,73;0,00;0,00;0,00;0,00;37,55;127,14;35,04;0,51;5687,06;28,60
27,40;58,84;71,19;26,25;21,69;5,78;36,56;0,22;0,30;0,65;0,72;0,00;0,00;0,00;0,00;37,51;127,04;54,64;0,15;5701,25;27,60
28,40;64,98;86,69;25,47;21,79;5,03;91,46;0,20;0,35;0,57;0,73;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5677,53;26,70
28,70;55,17;77,15;25,90;22,02;5,77;33,53;0,21;0,35;0,62;0,71;0,00;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5689,65;28,00
29,30;58,46;86,11;25,54;21,73;5,38;64,87;0,20;0,37;0,55;0,69;0,00;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5705,89;27,60
28,50;65,82;82,79;24,40;20,39;5,68;43,91;0,19;0,33;0,59;0,72;0,00;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5703,20;26,40
27,80;60,24;70,35;26,82;21,41;5,19;40,36;0,24;0,30;0,64;0,71;0,00;0,00;0,00;0,00;37,54;127,09;28,70;0,62;5694,29;27,80
25,60;54,28;74,13;25,82;21,55;6,49;21,03;0,23;0,31;0,62;0,75;0,00;0,00;0,00;0,00;37,55;126,99;132,12;0,59;5751,12;26,90
27,90;57,58;68,03;26,91;21,47;5,05;24,29;0,22;0,29;0,65;0,71;0,00;0,00;0,00;0,00;37,58;127,08;59,83;2,69;5686,35;27,70
29,60;49,46;72,97;26,46;22,57;6,18;12,26;0,22;0,34;0,62;0,73;0,00;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5685,72;28,30
28,50;51,40;75,68;26,35;22,56;6,21;24,61;0,25;0,30;0,61;0,76;0,00;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5697,16;28,10
27,40;66,90;79,52;25,51;20,53;5,45;59,54;0,19;0,28;0,58;0,74;0,00;0,00;0,00;0,00;37,47;127,00;82,29;2,26;5682,02;26,80
27,60;63,18;84,29;26,16;19,93;4,09;71,51;0,23;0,28;0,63;0,75;0,00;0,00;0,00;0,00;37,62;127,10;53,47;0,70;5700,31;26,90
29,20;66,02;78,03;25,70;20,81;5,34;60,36;0,22;0,28;0,63;0,74;0,00;0,00;0,00;0,00;37,48;127,02;56,44;1,23;5689,93;28,70
27,00;53,35;80,46;25,80;21,93;6,09;33,39;0,24;0,29;0,60;0,76;0,00;0,00;0,00;0,00;37,58;126,94;75,09;1,77;5723,94;27,00
28,40;61,34;84,15;24,64;20,21;6,84;62,72;0,18;0,35;0,58;0,74;0,00;0,00;0,00;0,00;37,62;127,00;146,55;4,73;5766,24;27,60
27,60;54,92;71,27;26,95;22,12;5,75;11,28;0,22;0,33;0,66;0,72;0,00;0,00;0,00;0,00;37,55;127,04;26,30;0,57;5688,61;27,50
27,00;63,50;72,93;26,28;21,37;5,11;57,90;0,24;0,32;0,62;0,72;0,00;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5680,84;27,00
30,10;52,23;81,20;25,79;22,64;5,87;65,36;0,22;0,34;0,59;0,73;0,00;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5679,82;27,60
29,20;49,80;77,17;26,30;22,68;6,07;36,27;0,22;0,33;0,60;0,73;0,00;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5678,13;28,00
28,10;51,38;71,34;26,75;22,44;6,18;16,28;0,23;0,30;0,62;0,76;0,00;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5684,27;27,90
24,10;56,46;94,26;27,77;20,83;4,49;66,94;0,77;0,36;0,41;0,50;0,03;0,00;0,00;0,00;37,60;126,99;212,34;2,79;5812,29;25,70
26,30;50,76;92,10;30,25;21,91;5,06;55,90;0,82;0,43;0,34;0,57;0,03;0,00;0,00;0,00;37,60;127,03;44,76;0,51;5682,86;28,60
30,00;45,81;84,84;30,99;22,83;5,01;13,59;0,77;0,43;0,30;0,51;0,03;0,01;0,00;0,00;37,58;127,06;33,31;0,27;5677,22;31,40
26,90;57,12;98,14;28,93;21,16;4,71;85,50;0,78;0,33;0,35;0,44;0,09;0,00;0,06;0,00;37,65;127,02;45,72;2,53;5670,16;28,70
28,40;58,71;92,16;28,95;21,97;3,58;81,80;0,74;0,43;0,34;0,52;0,00;0,00;0,00;0,00;37,55;127,14;35,04;0,51;5671,52;28,30
27,10;48,85;85,70;30,12;22,89;3,97;37,34;0,77;0,43;0,29;0,48;0,01;0,01;0,00;0,00;37,51;127,04;54,64;0,15;5685,70;29,20
25,90;59,02;94,70;27,96;21,64;3,98;83,78;0,74;0,40;0,37;0,47;0,01;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5662,05;29,90
26,50;53,52;84,40;29,40;22,80;4,52;38,08;0,74;0,41;0,43;0,52;0,01;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5673,95;29,50
26,50;58,36;92,28;28,28;21,81;4,33;71,42;0,74;0,40;0,38;0,45;0,02;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5690,48;29,30
26,00;57,53;90,70;27,89;21,31;4,27;49,68;0,71;0,42;0,43;0,51;0,01;0,01;0,05;0,00;37,46;126,96;208,51;5,18;5686,12;28,30
27,40;50,62;87,16;30,24;22,71;3,89;44,16;0,79;0,44;0,28;0,49;0,00;0,00;0,00;0,00;37,54;127,09;28,70;0,62;5678,99;28,90
25,40;46,49;87,72;29,98;22,01;4,56;25,24;0,71;0,45;0,39;0,51;0,00;0,00;0,00;0,00;37,55;126,99;132,12;0,59;5735,51;28,90
27,30;47,99;87,34;30,38;22,33;4,38;36,17;0,73;0,42;0,29;0,49;0,00;0,02;0,00;0,00;37,58;127,08;59,83;2,69;5670,62;28,90
27,00;49,16;80,56;30,22;23,09;4,70;12,57;0,76;0,43;0,44;0,51;0,01;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5670,20;29,30
26,90;47,31;85,89;30,23;22,57;4,59;25,20;0,73;0,43;0,42;0,51;0,01;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5681,88;29,70
25,90;57,40;92,09;28,74;22,21;3,73;60,14;0,70;0,41;0,39;0,54;0,01;0,01;0,01;0,00;37,47;127,00;82,29;2,26;5665,89;28,40
26,20;56,49;94,49;28,97;21,61;3,45;100,45;0,75;0,43;0,31;0,52;0,00;0,01;0,00;0,00;37,62;127,10;53,47;0,70;5684,81;28,80
27,90;55,82;91,28;29,09;22,30;3,78;64,64;0,71;0,40;0,34;0,56;0,01;0,00;0,01;0,00;37,48;127,02;56,44;1,23;5674,17;30,80
26,30;49,43;90,85;29,47;21,91;4,62;37,71;0,76;0,41;0,42;0,52;0,03;0,00;0,00;0,00;37,58;126,94;75,09;1,77;5708,63;28,70
26,80;61,23;95,19;28,24;20,94;4,55;68,90;0,78;0,34;0,45;0,50;0,05;0,00;0,01;0,00;37,62;127,00;146,55;4,73;5751,27;29,00
27,20;46,68;85,83;30,84;22,79;4,35;19,01;0,74;0,43;0,29;0,53;0,01;0,01;0,00;0,00;37,55;127,04;26,30;0,57;5673,22;28,90
26,10;52,62;88,43;29,87;22,79;3,63;51,96;0,78;0,44;0,26;0,50;0,01;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5665,34;28,10
27,20;55,14;89,41;28,95;22,36;4,38;54,68;0,78;0,42;0,41;0,49;0,02;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5664,36;30,20
26,90;50,99;85,09;29,95;22,80;4,53;31,97;0,75;0,43;0,44;0,48;0,01;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5662,61;30,20
27,30;47,11;82,85;30,67;22,99;4,37;17,67;0,68;0,44;0,41;0,51;0,01;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5668,88;29,20
25,50;58,15;84,16;29,56;23,01;6,93;86,47;0,33;0,43;0,17;0,44;0,00;0,00;0,11;0,05;37,60;126,99;212,34;2,79;5796,75;27,50
27,70;52,11;87,43;31,84;23,78;5,01;54,77;0,37;0,45;0,20;0,50;0,00;0,00;0,00;0,00;37,60;127,03;44,76;0,51;5666,85;30,10
30,40;46,60;79,86;32,98;24,40;5,34;12,73;0,36;0,42;0,23;0,59;0,00;0,00;0,00;0,04;37,58;127,06;33,31;0,27;5661,22;30,00
28,40;57,83;94,99;30,42;22,85;6,57;88,65;0,30;0,41;0,16;0,40;0,00;0,00;0,33;0,04;37,65;127,02;45,72;2,53;5654,12;31,10
27,90;56,47;92,65;30,99;22,89;5,17;88,15;0,24;0,36;0,24;0,50;0,00;0,00;0,00;0,05;37,55;127,14;35,04;0,51;5655,38;29,80
28,90;48,94;82,95;32,23;24,33;5,70;51,46;0,30;0,39;0,18;0,55;0,00;0,00;0,00;0,82;37,51;127,04;54,64;0,15;5669,56;29,50
28,80;62,36;87,23;29,74;24,44;4,39;87,24;0,26;0,45;0,17;0,36;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5645,98;30,00
28,90;51,98;79,67;31,59;24,61;5,96;40,35;0,42;0,45;0,25;0,40;0,00;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5657,65;30,80
28,80;60,65;81,49;30,41;24,44;5,06;78,97;0,34;0,47;0,19;0,36;0,00;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5674,46;31,60
28,20;53,55;87,18;30,38;22,96;5,73;54,94;0,38;0,40;0,27;0,46;0,00;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5668,40;29,70
28,70;50,12;81,44;32,27;24,07;5,03;45,24;0,28;0,39;0,19;0,54;0,00;0,00;0,00;0,07;37,54;127,09;28,70;0,62;5663,09;30,20
27,70;48,97;78,34;31,77;24,17;6,71;33,59;0,39;0,45;0,19;0,47;0,00;0,00;0,00;0,10;37,55;126,99;132,12;0,59;5719,30;30,60
28,40;48,18;81,48;32,50;23,98;4,90;29,37;0,33;0,42;0,22;0,54;0,00;0,00;0,00;0,01;37,58;127,08;59,83;2,69;5654,29;30,60
29,10;50,31;74,52;32,03;25,24;6,49;12,13;0,42;0,44;0,20;0,42;0,00;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5654,08;31,60
28,80;51,30;75,31;31,77;25,16;6,49;26,56;0,37;0,46;0,18;0,41;0,00;0,00;0,00;0,01;37,55;126,94;30,05;0,86;5666,00;31,20
28,40;53,05;90,09;31,29;23,21;5,69;76,09;0,35;0,38;0,20;0,47;0,00;0,00;0,00;0,01;37,47;127,00;82,29;2,26;5649,14;29,20
27,70;55,25;90,79;31,16;22,84;3,99;100,55;0,38;0,42;0,22;0,54;0,00;0,00;0,00;0,00;37,62;127,10;53,47;0,70;5668,70;29,30
30,00;52,58;87,61;31,57;23,63;5,18;81,32;0,29;0,40;0,21;0,50;0,00;0,00;0,00;0,15;37,48;127,02;56,44;1,23;5657,80;31,50
28,00;52,72;77,30;31,29;24,60;6,28;40,24;0,34;0,46;0,20;0,42;0,00;0,00;0,00;0,01;37,58;126,94;75,09;1,77;5692,74;30,00
28,50;60,05;89,76;30,19;22,91;7,33;88,89;0,34;0,42;0,25;0,42;0,00;0,00;0,67;0,26;37,62;127,00;146,55;4,73;5735,70;31,20
28,10;46,37;77,77;33,27;24,72;6,14;24,78;0,35;0,42;0,21;0,58;0,00;0,00;0,00;0,29;37,55;127,04;26,30;0,57;5657,24;29,40
27,30;53,45;85,85;31,57;23,84;4,86;55,06;0,26;0,37;0,21;0,54;0,00;0,00;0,00;0,15;37,51;127,09;21,97;0,13;5649,24;28,90
29,50;57,78;75,83;30,53;25,37;5,98;61,10;0,36;0,46;0,16;0,39;0,00;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5648,30;31,20
29,20;53,89;73,70;31,28;25,49;6,45;34,29;0,39;0,45;0,17;0,39;0,00;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5646,50;30,70
29,10;47,67;74,48;32,63;25,23;6,48;18,83;0,41;0,44;0,17;0,45;0,00;0,00;0,00;0,02;37,52;126,97;19,58;0,27;5652,88;30,40
26,80;69,23;95,86;28,51;23,25;7,37;62,43;0,51;0,52;0,20;0,15;0,00;0,00;0,00;0,00;37,60;126,99;212,34;2,79;5780,61;26,70
30,00;60,90;95,05;30,46;24,16;4,79;48,75;0,53;0,54;0,24;0,15;0,10;0,01;0,00;0,00;37,60;127,03;44,76;0,51;5650,25;28,20
29,20;54,90;88,85;31,49;24,96;5,53;12,30;0,52;0,52;0,26;0,18;0,01;0,00;0,00;0,00;37,58;127,06;33,31;0,27;5644,62;29,40
29,70;73,49;99,88;29,81;23,65;6,03;59,87;0,57;0,59;0,21;0,11;0,22;0,04;0,00;0,00;37,65;127,02;45,72;2,53;5637,47;29,30
29,40;63,85;97,10;30,34;23,85;5,00;88,32;0,52;0,45;0,22;0,26;0,05;0,00;0,00;0,00;37,55;127,14;35,04;0,51;5638,64;29,20
29,30;59,88;88,75;30,83;25,09;5,79;33,29;0,49;0,52;0,25;0,20;0,00;0,00;0,00;0,00;37,51;127,04;54,64;0,15;5652,81;29,60
29,70;72,18;97,31;29,18;23,98;4,40;76,87;0,63;0,61;0,28;0,15;0,24;0,02;0,00;0,00;37,58;126,84;12,37;0,10;5629,31;29,20
30,20;65,29;90,79;29,99;25,24;4,90;43,52;0,50;0,54;0,25;0,17;0,18;0,01;0,00;0,00;37,47;126,91;52,52;1,56;5640,74;29,50
31,00;71,89;96,58;29,04;23,99;5,25;62,49;0,54;0,66;0,32;0,15;0,07;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5657,86;29,80
29,40;70,24;90,01;28,70;23,95;5,41;48,27;0,46;0,48;0,28;0,17;0,05;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5650,04;29,10
29,00;57,07;92,50;31,31;24,67;5,00;45,61;0,51;0,49;0,26;0,21;0,01;0,00;0,00;0,00;37,54;127,09;28,70;0,62;5646,60;30,10
29,50;59,91;88,59;30,27;24,54;6,60;21,78;0,47;0,51;0,22;0,16;0,00;0,00;0,00;0,00;37,55;126,99;132,12;0,59;5702,49;27,70
29,80;56,25;91,30;31,22;24,56;4,88;32,86;0,52;0,52;0,29;0,22;0,05;0,00;0,00;0,00;37,58;127,08;59,83;2,69;5637,35;29,80
30,40;62,90;89,34;30,70;25,71;5,58;22,27;0,51;0,52;0,24;0,18;0,41;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5637,37;29,30
30,60;61,49;90,42;30,54;25,47;6,21;32,23;0,53;0,59;0,22;0,16;0,37;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5649,53;29,30
28,70;68,12;93,01;29,71;24,39;5,35;62,74;0,48;0,51;0,27;0,16;0,03;0,00;0,00;0,00;37,47;127,00;82,29;2,26;5631,78;28,50
29,00;70,05;96,20;29,71;23,70;4,53;94,31;0,54;0,53;0,26;0,18;0,59;0,00;0,00;0,00;37,62;127,10;53,47;0,70;5652,00;29,40
31,40;66,34;91,05;30,19;24,62;5,53;68,89;0,47;0,52;0,25;0,18;0,00;0,00;0,00;0,00;37,48;127,02;56,44;1,23;5640,83;31,10
29,90;62,15;91,25;30,08;24,84;5,87;46,08;0,60;0,64;0,24;0,17;0,80;0,00;0,00;0,00;37,58;126,94;75,09;1,77;5676,26;29,20
30,20;72,96;99,64;28,90;23,25;7,08;60,70;0,52;0,54;0,16;0,11;0,02;0,01;0,00;0,00;37,62;127,00;146,55;4,73;5719,56;29,70
29,20;55,64;90,21;31,47;25,08;5,71;17,18;0,49;0,50;0,23;0,19;0,00;0,00;0,00;0,00;37,55;127,04;26,30;0,57;5640,66;29,40
28,00;60,83;94,08;30,80;24,89;4,85;53,33;0,48;0,48;0,25;0,18;0,01;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5632,53;29,60
30,70;68,72;96,21;29,68;24,56;4,95;56,95;0,50;0,64;0,23;0,16;1,25;0,03;0,00;0,00;37,54;126,89;15,59;0,16;5631,65;30,50
30,30;64,85;94,94;30,20;24,90;5,20;42,65;0,50;0,59;0,23;0,17;1,17;0,02;0,00;0,00;37,52;126,91;17,30;0,22;5629,78;29,80
29,80;59,88;84,43;31,04;25,64;6,51;15,78;0,49;0,52;0,23;0,17;0,01;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5636,29;29,90
26,60;54,61;91,48;29,91;23,86;5,96;78,18;0,34;0,18;0,30;0,22;0,00;0,00;0,01;0,00;37,60;126,99;212,34;2,79;5763,89;28,50
27,80;51,00;95,62;31,63;24,70;5,04;51,73;0,40;0,27;0,36;0,28;0,00;0,01;0,01;0,00;37,60;127,03;44,76;0,51;5633,04;32,20
28,80;46,17;89,17;32,41;25,52;5,43;12,21;0,41;0,30;0,37;0,31;0,00;0,00;0,00;0,00;37,58;127,06;33,31;0,27;5627,42;31,60
28,90;61,29;98,70;30,57;23,98;5,30;100,42;0,30;0,21;0,28;0,23;0,00;1,28;0,02;0,00;37,65;127,02;45,72;2,53;5620,06;32,50
29,00;56,41;94,51;30,42;24,71;4,76;86,57;0,47;0,33;0,34;0,41;0,00;0,00;0,03;0,01;37,55;127,14;35,04;0,51;5621,29;32,20
29,40;43,49;84,90;32,16;25,81;5,14;38,22;0,44;0,32;0,31;0,28;0,00;0,00;0,00;0,00;37,51;127,04;54,64;0,15;5635,46;31,90
29,10;51,67;95,51;30,61;24,40;4,65;113,79;0,39;0,19;0,20;0,16;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5612,04;31,70
29,20;50,14;89,03;31,67;25,20;4,94;43,31;0,49;0,29;0,28;0,23;0,00;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5623,22;31,70
29,30;55,90;94,19;30,63;24,50;5,30;87,77;0,43;0,25;0,26;0,17;0,00;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5640,65;32,50
29,00;53,66;91,42;30,13;24,34;5,47;58,00;0,50;0,27;0,32;0,25;0,00;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5631,03;30,70
29,70;47,17;86,57;32,35;25,62;5,13;53,85;0,47;0,31;0,34;0,35;0,00;0,00;0,01;0,24;37,54;127,09;28,70;0,62;5629,51;32,80
27,20;45,96;88,95;31,62;25,00;5,77;26,47;0,38;0,25;0,27;0,26;0,00;0,01;0,01;0,00;37,55;126,99;132,12;0,59;5685,07;31,40
29,60;46,55;89,92;32,37;25,11;5,02;33,23;0,42;0,31;0,37;0,35;0,00;0,00;0,00;0,14;37,58;127,08;59,83;2,69;5619,80;33,00
29,00;45,37;81,91;32,45;26,43;5,43;13,84;0,45;0,25;0,24;0,23;0,00;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5620,05;31,90
28,80;43,89;83,88;32,34;25,85;5,46;28,50;0,38;0,24;0,21;0,23;0,00;0,01;0,00;0,00;37,55;126,94;30,05;0,86;5632,46;33,10
28,20;52,50;92,84;31,16;25,01;5,02;76,63;0,48;0,30;0,29;0,23;0,00;0,01;0,01;0,00;37,47;127,00;82,29;2,26;5613,79;30,60
29,10;56,22;96,57;31,05;24,09;3,87;88,71;0,39;0,28;0,38;0,40;0,00;0,00;0,00;0,42;37,62;127,10;53,47;0,70;5634,69;31,20
30,90;49,04;91,67;31,61;25,26;4,86;76,40;0,47;0,33;0,32;0,27;0,00;0,01;0,02;0,00;37,48;127,02;56,44;1,23;5623,25;33,30
29,10;46,29;85,68;31,77;25,13;5,29;41,75;0,37;0,24;0,22;0,22;0,00;0,00;0,00;0,00;37,58;126,94;75,09;1,77;5659,18;31,30
29,40;58,46;94,14;29,92;23,99;6,34;87,28;0,32;0,22;0,32;0,22;0,00;0,36;0,03;0,00;37,62;127,00;146,55;4,73;5702,82;31,80
29,10;44,53;88,20;32,57;25,72;5,49;12,60;0,40;0,30;0,33;0,28;0,00;0,00;0,00;0,00;37,55;127,04;26,30;0,57;5623,48;31,50
29,30;48,04;87,51;32,09;25,58;4,83;61,31;0,48;0,30;0,34;0,31;0,00;0,00;0,04;0,01;37,51;127,09;21,97;0,13;5615,23;30,60
30,40;46,06;90,19;31,31;25,15;5,10;72,11;0,41;0,23;0,23;0,20;0,00;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5614,39;32,80
29,60;43,45;86,08;32,01;25,73;5,31;39,54;0,41;0,24;0,23;0,21;0,00;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5612,46;32,40
29,70;41,05;84,57;32,79;26,22;5,48;17,73;0,41;0,25;0,24;0,27;0,00;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5619,11;32,40
28,30;61,01;95,47;28,17;23,84;6,28;75,25;0,36;0,31;0,28;0,48;0,00;0,00;0,00;0,00;37,60;126,99;212,34;2,79;5746,56;27,70
31,40;54,27;87,10;30,39;26,14;5,41;60,33;0,42;0,32;0,27;0,47;0,02;0,00;0,00;0,00;37,60;127,03;44,76;0,51;5615,22;31,00
31,30;49,51;83,86;31,29;26,59;6,06;13,64;0,44;0,31;0,28;0,52;0,02;0,00;0,00;0,00;37,58;127,06;33,31;0,27;5609,61;31,40
32,00;61,97;97,34;29,30;25,05;4,65;75,85;0,35;0,42;0,34;0,42;0,00;0,00;0,00;0,00;37,65;127,02;45,72;2,53;5602,21;31,70
31,10;56,14;93,04;30,34;25,28;5,35;115,68;0,39;0,32;0,28;0,60;0,01;0,00;0,00;0,00;37,55;127,14;35,04;0,51;5603,33;31,80
31,20;51,32;79,75;30,71;25,93;6,03;48,17;0,37;0,33;0,29;0,54;0,00;0,00;0,00;0,01;37,51;127,04;54,64;0,15;5617,49;32,20
30,70;59,11;87,83;28,87;25,08;4,60;113,30;0,36;0,44;0,31;0,45;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5594,16;31,60
31,10;53,09;79,91;29,99;25,00;5,39;44,06;0,41;0,33;0,31;0,49;0,00;0,00;0,00;0,24;37,47;126,91;52,52;1,56;5605,08;31,10
31,60;56,26;84,34;28,89;24,79;5,05;86,43;0,38;0,37;0,24;0,51;0,00;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5622,82;31,50
30,40;56,23;85,20;28,79;24,02;5,72;63,82;0,37;0,31;0,28;0,52;0,00;0,00;0,00;0,68;37,46;126,96;208,51;5,18;5611,35;29,30
32,20;50,77;85,80;31,18;25,98;5,82;53,22;0,39;0,31;0,30;0,59;0,00;0,00;0,00;0,00;37,54;127,09;28,70;0,62;5611,82;31,70
30,00;51,76;81,46;30,07;25,69;6,41;25,27;0,41;0,31;0,27;0,55;0,00;0,00;0,00;0,00;37,55;126,99;132,12;0,59;5667,03;31,30
31,90;49,56;85,12;31,18;26,53;5,83;31,42;0,43;0,33;0,30;0,53;0,00;0,00;0,00;0,00;37,58;127,08;59,83;2,69;5601,64;32,30
31,20;50,81;77,54;30,61;25,78;5,82;14,05;0,40;0,35;0,31;0,51;0,00;0,00;0,00;0,03;37,50;126,93;30,97;0,62;5602,11;31,90
32,40;53,00;82,14;30,41;26,20;5,94;28,75;0,40;0,37;0,28;0,55;0,00;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5614,79;32,80
30,10;55,70;86,08;29,78;24,96;5,36;86,74;0,36;0,30;0,28;0,53;0,00;0,00;0,00;0,34;37,47;127,00;82,29;2,26;5595,18;30,20
30,20;55,99;94,98;30,41;25,36;4,79;113,35;0,37;0,36;0,30;0,51;0,00;0,00;0,00;0,00;37,62;127,10;53,47;0,70;5616,77;31,30
32,40;54,41;85,62;30,08;25,11;5,47;89,46;0,37;0,33;0,28;0,55;0,00;0,00;0,00;0,07;37,48;127,02;56,44;1,23;5605,05;32,90
30,10;54,57;84,39;29,83;25,59;5,51;39,68;0,42;0,37;0,31;0,53;0,00;0,00;0,00;0,00;37,58;126,94;75,09;1,77;5641,48;31,20
31,40;63,86;95,36;28,46;24,46;5,86;75,23;0,35;0,30;0,30;0,44;0,00;0,00;0,00;0,00;37,62;127,00;146,55;4,73;5685,48;31,30
31,10;49,68;84,63;31,28;26,57;6,05;14,62;0,43;0,31;0,28;0,55;0,00;0,00;0,00;0,00;37,55;127,04;26,30;0,57;5605,69;30,90
29,90;53,09;88,62;30,69;25,42;5,47;78,68;0,34;0,31;0,28;0,60;0,00;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5597,31;30,80
31,90;57,47;83,53;29,48;25,78;5,14;78,84;0,39;0,41;0,28;0,50;0,00;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5596,52;32,00
31,80;53,96;80,19;30,15;25,88;5,53;43,05;0,40;0,38;0,28;0,49;0,00;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5594,53;31,70
32,00;50,14;78,84;31,07;26,42;6,12;18,34;0,41;0,34;0,27;0,54;0,00;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5601,31;31,70
27,10;88,65;99,33;24,63;23,14;8,35;33,94;0,85;0,80;0,65;0,62;1,42;0,77;0,03;0,20;37,60;126,99;212,34;2,79;5728,65;22,90
30,60;80,92;94,13;26,60;24,94;6,33;32,10;0,84;0,75;0,59;0,68;1,21;1,03;0,00;0,11;37,60;127,03;44,76;0,51;5596,80;24,80
30,30;77,34;91,15;27,07;25,18;6,22;9,31;0,82;0,80;0,61;0,70;0,92;0,94;0,00;0,04;37,58;127,06;33,31;0,27;5591,19;25,20
30,50;85,23;99,62;26,78;24,27;6,01;46,86;0,82;0,74;0,50;0,58;1,45;0,83;0,01;0,03;37,65;127,02;45,72;2,53;5583,53;25,70
30,90;83,98;96,08;26,52;24,66;6,43;60,94;0,73;0,76;0,63;0,67;0,85;0,71;0,02;0,11;37,55;127,14;35,04;0,51;5584,76;25,80
30,90;80,99;94,27;26,32;24,76;5,74;43,55;0,82;0,82;0,62;0,69;0,88;0,70;0,00;0,01;37,51;127,04;54,64;0,15;5598,92;25,80
31,10;83,43;97,04;26,09;24,35;6,33;73,64;0,76;0,77;0,61;0,65;1,75;0,45;0,00;0,02;37,58;126,84;12,37;0,10;5575,67;25,20
